datetime,ciudad,dominio,temperatura,precipitacion,precipitacion_acumulada,radiacion_solar,agua_precipitable,vel_viento10m,dir_viento10m,humedad_relativa
2021-07-02 23:00:00,Hermosillo,d01,31,0.0,0.0,0,60.3,4,230,50
2021-07-03 00:00:00,Hermosillo,d01,30,0.0,0.0,0,59.7,6,232,47
2021-07-03 01:00:00,Hermosillo,d01,30,0.0,0.0,0,60.0,8,226,47
2021-07-03 02:00:00,Hermosillo,d01,30,0.0,0.0,0,58.9,8,187,47
2021-07-03 03:00:00,Hermosillo,d01,27,0.5,0.5,0,65.0,4,182,66
2021-07-03 04:00:00,Hermosillo,d01,27,4.5,5.0,0,58.6,4,263,70
2021-07-03 05:00:00,Hermosillo,d01,26,0.8,5.8,0,53.4,2,245,68
2021-07-03 06:00:00,Hermosillo,d01,26,0.0,5.8,40,52.3,7,97,74
2021-07-03 07:00:00,Hermosillo,d01,27,0.0,5.8,258,57.4,13,95,73
2021-07-03 08:00:00,Hermosillo,d01,27,0.0,5.8,127,59.9,18,71,69
2021-07-03 09:00:00,Hermosillo,d01,28,0.0,5.8,607,56.9,17,79,66
2021-07-03 10:00:00,Hermosillo,d01,28,0.0,5.8,243,57.4,16,65,65
2021-07-03 11:00:00,Hermosillo,d01,30,0.0,5.8,704,56.7,12,60,58
2021-07-03 12:00:00,Hermosillo,d01,30,0.0,5.8,473,57.3,14,40,57
2021-07-03 13:00:00,Hermosillo,d01,29,0.0,5.8,372,61.0,18,35,63
2021-07-03 14:00:00,Hermosillo,d01,31,0.1,5.9,962,56.1,10,43,57
2021-07-03 15:00:00,Hermosillo,d01,33,0.0,5.9,857,56.7,6,2,45
2021-07-03 16:00:00,Hermosillo,d01,35,0.0,5.9,687,55.7,9,301,40
2021-07-03 17:00:00,Hermosillo,d01,35,0.0,5.9,482,56.6,9,293,39
2021-07-03 18:00:00,Hermosillo,d01,35,0.0,5.9,261,56.5,8,291,38
2021-07-03 19:00:00,Hermosillo,d01,32,0.0,5.9,52,61.5,22,309,47
2021-07-03 20:00:00,Hermosillo,d01,28,13.2,19.1,0,62.5,3,339,70
2021-07-03 21:00:00,Hermosillo,d01,28,0.3,19.4,0,56.1,6,7,57
2021-07-03 22:00:00,Hermosillo,d01,28,0.0,19.4,0,57.0,7,83,56
2021-07-03 23:00:00,Hermosillo,d01,28,0.0,19.4,0,58.5,8,68,65
2021-07-04 00:00:00,Hermosillo,d01,28,0.0,19.4,0,58.6,6,75,66
2021-07-04 01:00:00,Hermosillo,d01,27,0.0,19.4,0,58.3,4,77,65
2021-07-04 02:00:00,Hermosillo,d01,27,0.0,19.4,0,58.6,4,88,68
2021-07-04 03:00:00,Hermosillo,d01,27,0.0,19.4,0,59.8,3,110,70
2021-07-04 04:00:00,Hermosillo,d01,27,0.0,19.4,0,60.3,3,107,72
2021-07-04 05:00:00,Hermosillo,d01,27,0.0,19.4,0,59.7,3,120,74
2021-07-04 06:00:00,Hermosillo,d01,27,0.0,19.4,27,59.1,5,129,72
2021-07-04 07:00:00,Hermosillo,d01,28,0.0,19.4,258,58.0,7,138,63
2021-07-04 08:00:00,Hermosillo,d01,30,0.0,19.4,477,58.8,8,143,58
2021-07-04 09:00:00,Hermosillo,d01,31,0.0,19.4,683,59.6,7,183,54
2021-07-04 10:00:00,Hermosillo,d01,32,0.0,19.4,850,59.2,7,202,49
2021-07-04 11:00:00,Hermosillo,d01,34,0.0,19.4,974,56.2,10,238,42
2021-07-04 12:00:00,Hermosillo,d01,35,0.0,19.4,1034,57.1,8,249,39
2021-07-04 13:00:00,Hermosillo,d01,36,0.0,19.4,1032,55.8,11,244,35
2021-07-04 14:00:00,Hermosillo,d01,35,0.0,19.4,448,58.9,20,215,44
2021-07-04 15:00:00,Hermosillo,d01,35,0.0,19.4,772,58.2,11,208,42
2021-07-04 16:00:00,Hermosillo,d01,35,0.4,19.8,147,56.8,15,227,37
2021-07-04 17:00:00,Hermosillo,d01,35,0.0,19.8,453,54.0,16,242,36
2021-07-04 18:00:00,Hermosillo,d01,35,0.0,19.8,169,53.1,14,245,35
2021-07-04 19:00:00,Hermosillo,d01,34,0.0,19.8,38,52.3,9,250,33
2021-07-04 20:00:00,Hermosillo,d01,33,0.0,19.8,0,52.7,8,240,37
2021-07-04 21:00:00,Hermosillo,d01,31,0.0,19.8,0,55.8,11,50,54
2021-07-04 22:00:00,Hermosillo,d01,30,0.0,19.8,0,56.9,12,68,59
2021-07-04 23:00:00,Hermosillo,d01,29,0.0,19.8,0,56.0,10,73,60
2021-07-05 00:00:00,Hermosillo,d01,29,0.0,19.8,0,55.4,1,251,61
2021-07-05 01:00:00,Hermosillo,d01,28,0.0,19.8,0,55.0,9,235,66
2021-07-05 02:00:00,Hermosillo,d01,27,0.0,19.8,0,54.3,7,241,72
2021-07-05 03:00:00,Hermosillo,d01,27,0.0,19.8,0,52.6,4,212,75
2021-07-05 04:00:00,Hermosillo,d01,27,0.0,19.8,0,50.2,2,136,75
2021-07-05 05:00:00,Hermosillo,d01,26,0.0,19.8,0,48.8,4,113,76
2021-07-05 06:00:00,Hermosillo,d01,26,0.0,19.8,73,47.2,8,133,81
2021-07-05 07:00:00,Hermosillo,d01,28,0.0,19.8,250,45.8,7,135,73
2021-07-05 08:00:00,Hermosillo,d01,29,0.0,19.8,474,45.3,8,144,61
2021-07-05 09:00:00,Hermosillo,d01,31,0.0,19.8,682,45.0,7,155,52
2021-07-05 10:00:00,Hermosillo,d01,33,0.0,19.8,855,44.0,7,179,45
2021-07-05 11:00:00,Hermosillo,d01,34,0.0,19.8,981,41.9,7,208,39
2021-07-05 12:00:00,Hermosillo,d01,36,0.0,19.8,1048,38.9,8,231,34
2021-07-05 13:00:00,Hermosillo,d01,37,0.0,19.8,1047,38.8,9,237,30
2021-07-05 14:00:00,Hermosillo,d01,38,0.0,19.8,982,39.8,11,251,29
2021-07-05 15:00:00,Hermosillo,d01,38,0.0,19.8,855,41.4,13,248,29
2021-07-05 16:00:00,Hermosillo,d01,38,0.0,19.8,678,40.5,16,250,28
2021-07-05 17:00:00,Hermosillo,d01,37,0.0,19.8,474,39.0,17,249,27
2021-07-05 18:00:00,Hermosillo,d01,36,0.0,19.8,250,36.0,16,247,25
2021-07-05 19:00:00,Hermosillo,d01,35,0.0,19.8,42,37.8,15,246,27
2021-07-05 20:00:00,Hermosillo,d01,33,0.0,19.8,0,40.8,13,248,31
2021-07-05 21:00:00,Hermosillo,d01,32,0.0,19.8,0,42.2,12,246,35
2021-07-05 22:00:00,Hermosillo,d01,31,0.0,19.8,0,44.2,11,241,41
2021-07-05 23:00:00,Hermosillo,d01,30,0.0,19.8,0,45.2,11,234,57
2021-07-06 00:00:00,Hermosillo,d01,29,0.0,19.8,0,42.8,9,234,62
2021-07-06 01:00:00,Hermosillo,d01,28,0.0,19.8,0,43.1,8,225,66
2021-07-06 02:00:00,Hermosillo,d01,27,0.0,19.8,0,44.3,6,232,67
2021-07-06 03:00:00,Hermosillo,d01,27,0.0,19.8,0,44.7,4,206,68
2021-07-06 04:00:00,Hermosillo,d01,27,0.0,19.8,0,46.3,2,233,67
2021-07-06 05:00:00,Hermosillo,d01,27,0.0,19.8,0,48.7,0,10,67
2021-07-06 06:00:00,Hermosillo,d01,27,0.0,19.8,9,53.2,5,85,67
2021-07-06 07:00:00,Hermosillo,d01,27,0.0,19.8,180,54.7,5,77,68
2021-07-06 08:00:00,Hermosillo,d01,29,0.0,19.8,485,56.0,7,61,62
2021-07-06 09:00:00,Hermosillo,d01,30,0.0,19.8,662,56.6,3,78,56
2021-07-06 10:00:00,Hermosillo,d01,32,0.0,19.8,859,56.4,9,242,52
2021-07-06 11:00:00,Hermosillo,d01,33,0.0,19.8,950,52.1,9,258,48
2021-07-02 23:00:00,Ciudad Obregón,d01,29,0.0,0.0,0,56.9,5,201,62
2021-07-03 00:00:00,Ciudad Obregón,d01,29,0.0,0.0,0,57.4,4,213,60
2021-07-03 01:00:00,Ciudad Obregón,d01,29,0.0,0.0,0,57.9,4,235,62
2021-07-03 02:00:00,Ciudad Obregón,d01,28,0.0,0.0,0,57.5,4,273,67
2021-07-03 03:00:00,Ciudad Obregón,d01,28,0.0,0.0,0,58.0,6,328,68
2021-07-03 04:00:00,Ciudad Obregón,d01,28,0.0,0.0,0,57.4,3,174,68
2021-07-03 05:00:00,Ciudad Obregón,d01,27,0.0,0.0,0,56.9,6,176,78
2021-07-03 06:00:00,Ciudad Obregón,d01,27,0.0,0.0,65,58.3,3,155,82
2021-07-03 07:00:00,Ciudad Obregón,d01,29,0.0,0.0,278,58.0,3,158,70
2021-07-03 08:00:00,Ciudad Obregón,d01,31,0.0,0.0,503,57.8,2,133,59
2021-07-03 09:00:00,Ciudad Obregón,d01,33,0.0,0.0,707,58.4,1,120,50
2021-07-03 10:00:00,Ciudad Obregón,d01,35,0.0,0.0,874,57.7,3,156,46
2021-07-03 11:00:00,Ciudad Obregón,d01,37,0.0,0.0,985,57.1,6,196,42
2021-07-03 12:00:00,Ciudad Obregón,d01,38,0.0,0.0,1003,55.5,7,208,38
2021-07-03 13:00:00,Ciudad Obregón,d01,37,0.2,0.2,507,57.3,10,191,41
2021-07-03 14:00:00,Ciudad Obregón,d01,36,0.2,0.4,933,62.9,11,300,48
2021-07-03 15:00:00,Ciudad Obregón,d01,29,7.7,8.1,35,70.2,14,135,79
2021-07-03 16:00:00,Ciudad Obregón,d01,29,12.0,20.1,583,53.3,15,98,79
2021-07-03 17:00:00,Ciudad Obregón,d01,29,3.7,23.7,108,50.2,6,195,52
2021-07-03 18:00:00,Ciudad Obregón,d01,31,0.0,23.7,153,53.4,9,201,57
2021-07-03 19:00:00,Ciudad Obregón,d01,31,0.0,23.7,30,60.2,5,231,62
2021-07-03 20:00:00,Ciudad Obregón,d01,29,0.0,23.7,0,62.5,6,136,68
2021-07-03 21:00:00,Ciudad Obregón,d01,29,0.0,23.7,0,63.0,6,148,69
2021-07-03 22:00:00,Ciudad Obregón,d01,28,0.0,23.7,0,62.3,6,151,72
2021-07-03 23:00:00,Ciudad Obregón,d01,28,0.0,23.7,0,60.1,6,145,78
2021-07-04 00:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,59.4,8,162,82
2021-07-04 01:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,61.7,7,167,83
2021-07-04 02:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,62.6,6,152,90
2021-07-04 03:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,62.6,6,150,90
2021-07-04 04:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,61.6,6,133,89
2021-07-04 05:00:00,Ciudad Obregón,d01,26,0.0,23.7,0,61.8,7,128,88
2021-07-04 06:00:00,Ciudad Obregón,d01,27,0.0,23.7,55,61.2,9,131,88
2021-07-04 07:00:00,Ciudad Obregón,d01,28,0.0,23.7,265,60.5,14,142,83
2021-07-04 08:00:00,Ciudad Obregón,d01,29,0.0,23.7,489,60.1,14,149,74
2021-07-04 09:00:00,Ciudad Obregón,d01,31,0.0,23.7,694,59.8,14,154,65
2021-07-04 10:00:00,Ciudad Obregón,d01,32,0.0,23.7,863,59.8,12,154,60
2021-07-04 11:00:00,Ciudad Obregón,d01,34,0.0,23.7,979,60.1,10,163,55
2021-07-04 12:00:00,Ciudad Obregón,d01,35,0.0,23.7,905,60.1,7,162,51
2021-07-04 13:00:00,Ciudad Obregón,d01,35,0.0,23.7,852,60.0,11,195,49
2021-07-04 14:00:00,Ciudad Obregón,d01,36,0.0,23.7,952,58.9,13,199,47
2021-07-04 15:00:00,Ciudad Obregón,d01,35,0.0,23.7,733,59.4,17,207,47
2021-07-04 16:00:00,Ciudad Obregón,d01,35,0.0,23.7,546,59.1,15,211,48
2021-07-04 17:00:00,Ciudad Obregón,d01,34,0.0,23.7,381,60.5,15,220,50
2021-07-04 18:00:00,Ciudad Obregón,d01,33,0.0,23.7,230,62.3,12,226,52
2021-07-04 19:00:00,Ciudad Obregón,d01,32,0.0,23.7,30,63.4,11,215,55
2021-07-04 20:00:00,Ciudad Obregón,d01,31,0.0,23.7,0,62.4,11,214,61
2021-07-04 21:00:00,Ciudad Obregón,d01,30,0.0,23.7,0,61.3,10,195,67
2021-07-04 22:00:00,Ciudad Obregón,d01,29,0.0,23.7,0,60.2,8,172,71
2021-07-04 23:00:00,Ciudad Obregón,d01,28,0.0,23.7,0,59.9,7,168,75
2021-07-05 00:00:00,Ciudad Obregón,d01,28,0.0,23.7,0,59.4,8,183,80
2021-07-05 01:00:00,Ciudad Obregón,d01,28,0.0,23.7,0,61.2,8,184,84
2021-07-05 02:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,62.9,6,154,86
2021-07-05 03:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,63.4,8,159,85
2021-07-05 04:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,62.6,8,158,86
2021-07-05 05:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,61.6,8,138,86
2021-07-05 06:00:00,Ciudad Obregón,d01,27,0.0,23.7,32,60.4,8,132,83
2021-07-05 07:00:00,Ciudad Obregón,d01,28,0.0,23.7,111,59.0,12,130,77
2021-07-05 08:00:00,Ciudad Obregón,d01,29,0.0,23.7,304,57.1,12,139,65
2021-07-05 09:00:00,Ciudad Obregón,d01,31,0.0,23.7,686,56.0,11,143,57
2021-07-05 10:00:00,Ciudad Obregón,d01,33,0.0,23.7,821,56.1,8,155,51
2021-07-05 11:00:00,Ciudad Obregón,d01,35,0.0,23.7,979,55.8,9,155,46
2021-07-05 12:00:00,Ciudad Obregón,d01,36,0.0,23.7,1039,55.3,8,173,42
2021-07-05 13:00:00,Ciudad Obregón,d01,37,0.0,23.7,1034,56.2,7,181,40
2021-07-05 14:00:00,Ciudad Obregón,d01,37,0.0,23.7,962,58.5,16,215,43
2021-07-05 15:00:00,Ciudad Obregón,d01,37,0.0,23.7,814,58.4,18,208,44
2021-07-05 16:00:00,Ciudad Obregón,d01,36,0.0,23.7,592,58.6,18,216,47
2021-07-05 17:00:00,Ciudad Obregón,d01,35,0.0,23.7,441,57.5,18,221,46
2021-07-05 18:00:00,Ciudad Obregón,d01,34,0.0,23.7,219,57.5,15,218,47
2021-07-05 19:00:00,Ciudad Obregón,d01,33,0.0,23.7,17,56.7,12,211,50
2021-07-05 20:00:00,Ciudad Obregón,d01,31,0.0,23.7,0,55.5,12,198,56
2021-07-05 21:00:00,Ciudad Obregón,d01,30,0.0,23.7,0,52.9,11,176,66
2021-07-05 22:00:00,Ciudad Obregón,d01,29,0.0,23.7,0,50.8,9,168,69
2021-07-05 23:00:00,Ciudad Obregón,d01,29,0.0,23.7,0,50.9,7,183,74
2021-07-06 00:00:00,Ciudad Obregón,d01,28,0.0,23.7,0,50.4,7,183,79
2021-07-06 01:00:00,Ciudad Obregón,d01,28,0.0,23.7,0,50.0,7,164,82
2021-07-06 02:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,47.4,6,149,83
2021-07-06 03:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,45.7,9,126,81
2021-07-06 04:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,43.7,10,127,84
2021-07-06 05:00:00,Ciudad Obregón,d01,27,0.0,23.7,0,43.5,11,125,84
2021-07-06 06:00:00,Ciudad Obregón,d01,27,0.0,23.7,30,44.0,12,116,84
2021-07-06 07:00:00,Ciudad Obregón,d01,28,0.0,23.7,136,44.8,14,124,74
2021-07-06 08:00:00,Ciudad Obregón,d01,30,0.0,23.7,422,45.1,14,135,62
2021-07-06 09:00:00,Ciudad Obregón,d01,32,0.0,23.7,716,44.6,13,144,53
2021-07-06 10:00:00,Ciudad Obregón,d01,34,0.0,23.7,877,42.7,11,162,45
2021-07-06 11:00:00,Ciudad Obregón,d01,36,0.0,23.7,985,42.0,10,180,39
2021-07-02 23:00:00,Heroica Nogales,d01,21,0.0,0.0,0,41.0,9,88,82
2021-07-03 00:00:00,Heroica Nogales,d01,21,0.0,0.0,0,39.5,4,94,86
2021-07-03 01:00:00,Heroica Nogales,d01,21,0.0,0.0,0,40.8,7,121,80
2021-07-03 02:00:00,Heroica Nogales,d01,20,0.0,0.0,0,41.3,7,116,78
2021-07-03 03:00:00,Heroica Nogales,d01,21,0.0,0.0,0,43.3,11,121,78
2021-07-03 04:00:00,Heroica Nogales,d01,20,0.0,0.0,0,42.9,9,128,77
2021-07-03 05:00:00,Heroica Nogales,d01,19,5.0,5.0,0,46.7,18,41,92
2021-07-03 06:00:00,Heroica Nogales,d01,18,25.0,30.0,27,41.8,16,99,96
2021-07-03 07:00:00,Heroica Nogales,d01,19,2.3,32.3,134,40.3,4,96,90
2021-07-03 08:00:00,Heroica Nogales,d01,20,0.0,32.3,136,41.5,9,129,87
2021-07-03 09:00:00,Heroica Nogales,d01,21,0.0,32.3,290,42.4,10,165,83
2021-07-03 10:00:00,Heroica Nogales,d01,22,0.1,32.4,352,40.6,8,146,82
2021-07-03 11:00:00,Heroica Nogales,d01,23,0.0,32.4,648,40.9,3,139,72
2021-07-03 12:00:00,Heroica Nogales,d01,25,0.0,32.4,850,41.6,4,237,64
2021-07-03 13:00:00,Heroica Nogales,d01,26,0.0,32.4,792,44.4,5,10,60
2021-07-03 14:00:00,Heroica Nogales,d01,26,0.0,32.4,314,45.2,4,103,60
2021-07-03 15:00:00,Heroica Nogales,d01,24,0.5,32.9,558,48.1,23,207,84
2021-07-03 16:00:00,Heroica Nogales,d01,23,2.2,35.1,605,43.8,25,235,86
2021-07-03 17:00:00,Heroica Nogales,d01,23,0.0,35.1,402,40.9,21,246,86
2021-07-03 18:00:00,Heroica Nogales,d01,22,0.0,35.1,189,42.3,23,251,89
2021-07-03 19:00:00,Heroica Nogales,d01,22,0.0,35.1,23,44.3,19,246,88
2021-07-03 20:00:00,Heroica Nogales,d01,21,1.3,36.4,0,46.0,14,246,92
2021-07-03 21:00:00,Heroica Nogales,d01,21,0.3,36.7,0,45.8,10,286,90
2021-07-03 22:00:00,Heroica Nogales,d01,20,2.8,39.5,0,43.0,7,359,94
2021-07-03 23:00:00,Heroica Nogales,d01,20,0.0,39.5,0,42.0,3,338,93
2021-07-04 00:00:00,Heroica Nogales,d01,19,0.0,39.5,0,43.4,3,58,94
2021-07-04 01:00:00,Heroica Nogales,d01,19,0.0,39.5,0,43.3,3,247,96
2021-07-04 02:00:00,Heroica Nogales,d01,19,0.0,39.5,0,41.7,6,251,94
2021-07-04 03:00:00,Heroica Nogales,d01,19,0.0,39.5,0,42.7,6,316,92
2021-07-04 04:00:00,Heroica Nogales,d01,19,0.0,39.5,0,42.8,5,342,97
2021-07-04 05:00:00,Heroica Nogales,d01,19,0.0,39.5,0,42.3,4,76,100
2021-07-04 06:00:00,Heroica Nogales,d01,19,0.0,39.5,65,42.9,8,139,96
2021-07-04 07:00:00,Heroica Nogales,d01,20,1.8,41.4,42,44.8,16,172,94
2021-07-04 08:00:00,Heroica Nogales,d01,20,0.9,42.2,418,43.5,22,176,94
2021-07-04 09:00:00,Heroica Nogales,d01,22,0.0,42.2,707,41.6,23,184,87
2021-07-04 10:00:00,Heroica Nogales,d01,23,0.0,42.2,871,41.9,24,181,83
2021-07-04 11:00:00,Heroica Nogales,d01,21,1.1,43.3,242,44.2,27,220,93
2021-07-04 12:00:00,Heroica Nogales,d01,23,0.4,43.7,1033,44.4,24,224,87
2021-07-04 13:00:00,Heroica Nogales,d01,23,0.0,43.7,1039,43.8,22,223,83
2021-07-04 14:00:00,Heroica Nogales,d01,24,0.0,43.7,736,43.9,19,226,79
2021-07-04 15:00:00,Heroica Nogales,d01,24,0.0,43.7,855,43.4,22,237,78
2021-07-04 16:00:00,Heroica Nogales,d01,24,0.0,43.7,682,43.2,20,242,80
2021-07-04 17:00:00,Heroica Nogales,d01,22,0.0,43.7,289,42.8,28,272,85
2021-07-04 18:00:00,Heroica Nogales,d01,23,0.0,43.7,216,42.1,21,239,76
2021-07-04 19:00:00,Heroica Nogales,d01,22,0.0,43.7,69,42.7,15,225,79
2021-07-04 20:00:00,Heroica Nogales,d01,21,0.0,43.7,0,42.0,13,214,83
2021-07-04 21:00:00,Heroica Nogales,d01,21,0.0,43.7,0,41.6,13,184,88
2021-07-04 22:00:00,Heroica Nogales,d01,20,0.0,43.7,0,41.8,9,177,86
2021-07-04 23:00:00,Heroica Nogales,d01,20,0.0,43.7,0,41.2,8,176,82
2021-07-05 00:00:00,Heroica Nogales,d01,20,0.0,43.7,0,41.4,8,167,79
2021-07-05 01:00:00,Heroica Nogales,d01,20,0.0,43.7,0,40.8,7,175,77
2021-07-05 02:00:00,Heroica Nogales,d01,19,0.0,43.7,0,39.3,7,179,78
2021-07-05 03:00:00,Heroica Nogales,d01,19,0.0,43.7,0,38.3,9,181,78
2021-07-05 04:00:00,Heroica Nogales,d01,19,0.0,43.7,0,38.0,10,184,81
2021-07-05 05:00:00,Heroica Nogales,d01,19,0.0,43.7,0,37.8,10,189,83
2021-07-05 06:00:00,Heroica Nogales,d01,19,0.0,43.7,90,37.5,13,175,81
