datetime,ciudad,dominio,temperatura,precipitacion,precipitacion_acumulada,radiacion_solar,agua_precipitable,vel_viento10m,dir_viento10m,humedad_relativa
2021-07-03 09:00:00,Culiacán,d01,30,0.0,17.5,545,63.1,9,189,68
2021-07-03 10:00:00,Culiacán,d01,31,0.0,17.5,782,62.6,9,201,64
2021-07-03 11:00:00,Culiacán,d01,33,0.0,17.5,875,60.8,9,210,58
2021-07-03 12:00:00,Culiacán,d01,33,0.0,17.5,568,59.4,10,214,53
2021-07-03 13:00:00,Culiacán,d01,34,0.0,17.5,513,58.8,11,219,50
2021-07-03 14:00:00,Culiacán,d01,35,0.0,17.5,952,56.5,15,214,46
2021-07-03 15:00:00,Culiacán,d01,34,0.0,17.5,817,56.2,17,213,47
2021-07-03 16:00:00,Culiacán,d01,33,0.0,17.5,581,56.8,16,210,48
2021-07-03 17:00:00,Culiacán,d01,32,0.0,17.5,270,57.7,17,210,50
2021-07-03 18:00:00,Culiacán,d01,30,0.0,17.5,114,59.7,15,200,54
2021-07-03 19:00:00,Culiacán,d01,29,0.0,17.5,0,61.1,13,203,59
2021-07-03 20:00:00,Culiacán,d01,28,0.0,17.5,0,60.5,10,199,64
2021-07-03 21:00:00,Culiacán,d01,28,0.0,17.5,0,61.8,8,199,66
2021-07-03 22:00:00,Culiacán,d01,27,0.0,17.5,0,61.4,10,170,68
2021-07-03 23:00:00,Culiacán,d01,27,0.0,17.5,0,61.5,5,137,68
2021-07-04 00:00:00,Culiacán,d01,27,0.0,17.5,0,62.3,5,156,69
2021-07-04 01:00:00,Culiacán,d01,27,0.0,17.5,0,61.5,4,160,70
2021-07-04 02:00:00,Culiacán,d01,26,0.0,17.5,0,62.9,7,138,74
2021-07-04 03:00:00,Culiacán,d01,26,0.0,17.5,0,61.2,7,119,78
2021-07-04 04:00:00,Culiacán,d01,25,0.0,17.5,0,59.1,4,113,81
2021-07-04 05:00:00,Culiacán,d01,25,0.0,17.5,0,58.7,5,126,80
2021-07-04 06:00:00,Culiacán,d01,26,0.0,17.5,55,59.1,5,141,78
2021-07-04 07:00:00,Culiacán,d01,27,0.0,17.5,289,57.1,7,162,72
2021-07-04 08:00:00,Culiacán,d01,29,0.0,17.5,518,56.2,5,177,65
2021-07-04 09:00:00,Culiacán,d01,30,0.0,17.5,722,54.7,7,195,59
2021-07-04 10:00:00,Culiacán,d01,32,0.0,17.5,887,53.4,9,212,54
2021-07-04 11:00:00,Culiacán,d01,33,0.0,17.5,999,51.7,9,224,50
2021-07-04 12:00:00,Culiacán,d01,34,0.0,17.5,610,51.0,9,236,49
2021-07-04 13:00:00,Culiacán,d01,34,0.0,17.5,731,50.5,13,229,49
2021-07-04 14:00:00,Culiacán,d01,35,0.0,17.5,905,50.2,15,231,46
2021-07-04 15:00:00,Culiacán,d01,34,0.0,17.5,797,50.4,16,225,47
2021-07-04 16:00:00,Culiacán,d01,34,0.0,17.5,600,51.1,17,226,47
2021-07-04 17:00:00,Culiacán,d01,33,0.0,17.5,403,53.2,16,228,48
2021-07-04 18:00:00,Culiacán,d01,31,0.0,17.5,180,56.2,14,225,51
2021-07-04 19:00:00,Culiacán,d01,29,0.0,17.5,4,57.2,13,213,56
2021-07-04 20:00:00,Culiacán,d01,28,0.0,17.5,0,57.7,11,206,59
2021-07-04 21:00:00,Culiacán,d01,28,0.0,17.5,0,57.8,8,201,61
2021-07-04 22:00:00,Culiacán,d01,27,0.0,17.5,0,58.0,7,191,63
2021-07-04 23:00:00,Culiacán,d01,27,0.0,17.5,0,58.2,6,183,65
2021-07-05 00:00:00,Culiacán,d01,27,0.0,17.5,0,59.0,5,146,66
2021-07-05 01:00:00,Culiacán,d01,27,0.0,17.5,0,59.1,7,149,66
2021-07-05 02:00:00,Culiacán,d01,26,0.0,17.5,0,58.5,5,153,67
2021-07-05 03:00:00,Culiacán,d01,26,0.0,17.5,0,58.2,5,165,68
2021-07-05 04:00:00,Culiacán,d01,26,0.0,17.5,0,59.0,1,348,70
2021-07-05 05:00:00,Culiacán,d01,26,0.0,17.5,0,57.6,3,5,74
2021-07-05 06:00:00,Culiacán,d01,26,0.0,17.5,91,56.6,1,44,74
2021-07-05 07:00:00,Culiacán,d01,27,0.0,17.5,271,55.8,1,290,69
2021-07-05 08:00:00,Culiacán,d01,29,0.0,17.5,498,54.9,3,279,63
2021-07-05 09:00:00,Culiacán,d01,31,0.0,17.5,705,55.3,5,258,57
2021-07-05 10:00:00,Culiacán,d01,33,0.0,17.5,882,55.3,8,249,51
2021-07-05 11:00:00,Culiacán,d01,34,0.0,17.5,996,55.1,9,242,46
2021-07-05 12:00:00,Culiacán,d01,36,0.0,17.5,1037,56.4,10,243,45
2021-07-05 13:00:00,Culiacán,d01,36,0.0,17.5,1025,57.3,15,228,47
2021-07-05 14:00:00,Culiacán,d01,36,0.0,17.5,934,55.7,17,228,44
2021-07-05 15:00:00,Culiacán,d01,35,0.0,17.5,777,54.8,18,231,44
2021-07-05 16:00:00,Culiacán,d01,34,0.0,17.5,499,54.7,17,231,45
2021-07-05 17:00:00,Culiacán,d01,33,0.0,17.5,288,54.8,15,233,47
2021-07-05 18:00:00,Culiacán,d01,31,0.0,17.5,101,54.8,13,225,50
2021-07-05 19:00:00,Culiacán,d01,30,0.0,17.5,0,54.5,11,227,55
2021-07-05 20:00:00,Culiacán,d01,29,0.0,17.5,0,55.0,9,224,60
2021-07-05 21:00:00,Culiacán,d01,28,0.0,17.5,0,55.8,7,202,65
2021-07-05 22:00:00,Culiacán,d01,28,0.0,17.5,0,55.7,7,193,69
2021-07-05 23:00:00,Culiacán,d01,27,0.0,17.5,0,57.2,6,198,72
2021-07-06 00:00:00,Culiacán,d01,27,0.0,17.5,0,58.2,6,201,75
2021-07-06 01:00:00,Culiacán,d01,27,0.0,17.5,0,58.2,6,216,77
2021-07-06 02:00:00,Culiacán,d01,27,0.0,17.5,0,59.9,5,206,80
2021-07-06 03:00:00,Culiacán,d01,26,0.0,17.5,0,60.8,6,216,82
2021-07-06 04:00:00,Culiacán,d01,26,0.0,17.5,0,62.1,4,178,82
2021-07-06 05:00:00,Culiacán,d01,26,0.0,17.5,0,63.9,4,153,83
2021-07-06 06:00:00,Culiacán,d01,26,0.0,17.5,52,63.6,7,144,82
2021-07-06 07:00:00,Culiacán,d01,27,0.2,17.8,114,62.2,6,142,78
2021-07-06 08:00:00,Culiacán,d01,29,0.4,18.2,422,60.8,7,144,71
2021-07-06 09:00:00,Culiacán,d01,29,0.0,18.2,369,59.1,6,147,64
2021-07-06 10:00:00,Culiacán,d01,31,0.0,18.2,599,57.2,7,174,56
2021-07-06 11:00:00,Culiacán,d01,33,0.0,18.2,904,56.3,8,186,49
2021-07-02 23:00:00,Los Mochis,d01,29,0.0,0.0,0,64.2,10,250,68
2021-07-03 00:00:00,Los Mochis,d01,29,0.0,0.0,0,64.5,10,249,70
2021-07-03 01:00:00,Los Mochis,d01,29,0.0,0.0,0,65.1,10,233,76
2021-07-03 02:00:00,Los Mochis,d01,29,0.0,0.0,0,64.5,11,239,76
2021-07-03 03:00:00,Los Mochis,d01,28,0.0,0.0,0,64.7,7,216,74
2021-07-03 04:00:00,Los Mochis,d01,28,0.0,0.0,0,64.9,1,154,72
2021-07-03 05:00:00,Los Mochis,d01,28,0.0,0.0,0,65.2,2,160,71
2021-07-03 06:00:00,Los Mochis,d01,28,0.0,0.0,34,65.3,5,161,70
2021-07-03 07:00:00,Los Mochis,d01,29,0.0,0.0,119,65.6,6,160,68
2021-07-03 08:00:00,Los Mochis,d01,29,0.0,0.0,99,65.7,8,157,67
2021-07-03 09:00:00,Los Mochis,d01,30,0.0,0.0,187,66.0,8,167,64
2021-07-03 10:00:00,Los Mochis,d01,33,0.0,0.0,875,64.5,10,181,52
2021-07-03 11:00:00,Los Mochis,d01,34,0.0,0.0,991,62.8,12,175,48
2021-07-03 12:00:00,Los Mochis,d01,35,0.0,0.0,1042,61.2,14,179,45
2021-07-03 13:00:00,Los Mochis,d01,36,0.0,0.0,1035,60.0,16,190,43
2021-07-03 14:00:00,Los Mochis,d01,35,0.0,0.0,965,59.4,17,206,44
2021-07-03 15:00:00,Los Mochis,d01,35,0.0,0.0,835,58.2,18,220,43
2021-07-03 16:00:00,Los Mochis,d01,34,0.0,0.0,654,58.3,17,223,46
2021-07-03 17:00:00,Los Mochis,d01,33,0.0,0.0,426,59.5,14,233,49
2021-07-03 18:00:00,Los Mochis,d01,32,0.0,0.0,164,59.5,12,229,52
2021-07-03 19:00:00,Los Mochis,d01,31,0.0,0.0,10,60.1,9,199,58
2021-07-03 20:00:00,Los Mochis,d01,30,0.0,0.0,0,60.7,10,180,62
2021-07-03 21:00:00,Los Mochis,d01,29,0.0,0.0,0,61.4,10,173,72
2021-07-03 22:00:00,Los Mochis,d01,28,0.0,0.0,0,61.5,11,170,74
2021-07-03 23:00:00,Los Mochis,d01,28,0.0,0.0,0,62.9,11,167,75
2021-07-04 00:00:00,Los Mochis,d01,28,0.0,0.0,0,63.4,10,162,76
2021-07-04 01:00:00,Los Mochis,d01,28,0.0,0.0,0,63.9,11,160,75
2021-07-04 02:00:00,Los Mochis,d01,27,0.0,0.0,0,63.6,10,159,76
2021-07-04 03:00:00,Los Mochis,d01,27,0.0,0.0,0,63.8,9,154,77
2021-07-04 04:00:00,Los Mochis,d01,27,0.0,0.0,0,63.2,11,146,77
2021-07-04 05:00:00,Los Mochis,d01,27,0.0,0.0,0,62.9,11,145,78
2021-07-04 06:00:00,Los Mochis,d01,27,0.0,0.0,56,62.3,10,130,77
2021-07-04 07:00:00,Los Mochis,d01,28,0.0,0.0,148,63.4,12,127,73
2021-07-04 08:00:00,Los Mochis,d01,28,0.5,0.5,309,62.2,13,111,77
2021-07-04 09:00:00,Los Mochis,d01,30,1.8,2.3,577,64.4,10,140,66
2021-07-04 10:00:00,Los Mochis,d01,32,0.0,2.3,870,63.5,11,166,54
2021-07-04 11:00:00,Los Mochis,d01,33,0.0,2.3,987,61.5,14,179,48
2021-07-04 12:00:00,Los Mochis,d01,34,0.0,2.3,1043,58.7,14,178,46
2021-07-04 13:00:00,Los Mochis,d01,34,0.0,2.3,1032,56.0,15,182,46
2021-07-04 14:00:00,Los Mochis,d01,34,0.0,2.3,956,53.9,16,189,46
2021-07-04 15:00:00,Los Mochis,d01,34,0.0,2.3,819,53.1,15,196,43
2021-07-04 16:00:00,Los Mochis,d01,34,0.0,2.3,634,52.6,15,206,43
2021-07-04 17:00:00,Los Mochis,d01,33,0.0,2.3,451,52.6,14,209,44
2021-07-04 18:00:00,Los Mochis,d01,32,0.0,2.3,225,53.2,12,209,47
2021-07-04 19:00:00,Los Mochis,d01,30,0.0,2.3,18,54.0,12,193,55
2021-07-04 20:00:00,Los Mochis,d01,29,0.0,2.3,0,55.0,10,182,62
2021-07-04 21:00:00,Los Mochis,d01,28,0.0,2.3,0,55.4,10,171,68
2021-07-04 22:00:00,Los Mochis,d01,28,0.0,2.3,0,56.0,11,169,69
2021-07-04 23:00:00,Los Mochis,d01,28,0.0,2.3,0,56.8,11,178,72
2021-07-05 00:00:00,Los Mochis,d01,28,0.0,2.3,0,57.3,10,171,74
2021-07-05 01:00:00,Los Mochis,d01,28,0.0,2.3,0,56.8,7,160,74
2021-07-05 02:00:00,Los Mochis,d01,27,0.0,2.3,0,55.7,6,123,74
2021-07-05 03:00:00,Los Mochis,d01,27,0.0,2.3,0,55.0,7,138,74
2021-07-05 04:00:00,Los Mochis,d01,27,0.0,2.3,0,56.3,7,140,75
2021-07-05 05:00:00,Los Mochis,d01,27,0.0,2.3,0,57.5,8,123,76
2021-07-05 06:00:00,Los Mochis,d01,27,0.0,2.3,77,58.5,10,121,77
2021-07-05 07:00:00,Los Mochis,d01,28,0.0,2.3,256,59.4,11,127,74
2021-07-05 08:00:00,Los Mochis,d01,30,0.0,2.3,485,60.0,11,136,67
2021-07-05 09:00:00,Los Mochis,d01,31,0.0,2.3,692,61.5,10,151,59
2021-07-05 10:00:00,Los Mochis,d01,33,0.0,2.3,799,62.4,11,169,55
2021-07-05 11:00:00,Los Mochis,d01,34,0.0,2.3,981,61.9,13,181,52
2021-07-05 12:00:00,Los Mochis,d01,35,0.0,2.3,1039,61.1,14,184,49
2021-07-05 13:00:00,Los Mochis,d01,35,0.0,2.3,1030,61.1,16,193,48
2021-07-05 14:00:00,Los Mochis,d01,35,0.0,2.3,956,60.5,17,202,47
2021-07-05 15:00:00,Los Mochis,d01,35,0.0,2.3,818,59.2,16,216,45
2021-07-05 16:00:00,Los Mochis,d01,34,0.0,2.3,639,59.2,15,224,47
2021-07-05 17:00:00,Los Mochis,d01,33,0.0,2.3,406,59.2,14,226,48
2021-07-05 18:00:00,Los Mochis,d01,32,0.0,2.3,119,59.0,12,220,50
2021-07-05 19:00:00,Los Mochis,d01,31,0.0,2.3,4,58.8,11,209,53
2021-07-05 20:00:00,Los Mochis,d01,30,0.0,2.3,0,58.6,8,199,57
2021-07-05 21:00:00,Los Mochis,d01,29,0.0,2.3,0,58.0,9,191,62
2021-07-05 22:00:00,Los Mochis,d01,29,0.0,2.3,0,59.5,9,169,70
2021-07-05 23:00:00,Los Mochis,d01,28,0.0,2.3,0,59.5,9,175,75
2021-07-06 00:00:00,Los Mochis,d01,28,0.0,2.3,0,57.8,7,171,76
2021-07-06 01:00:00,Los Mochis,d01,28,0.0,2.3,0,56.2,5,151,77
2021-07-06 02:00:00,Los Mochis,d01,28,0.0,2.3,0,56.4,6,129,77
2021-07-06 03:00:00,Los Mochis,d01,27,0.0,2.3,0,56.2,7,136,78
2021-07-06 04:00:00,Los Mochis,d01,27,0.0,2.3,0,56.7,8,141,77
2021-07-06 05:00:00,Los Mochis,d01,27,0.0,2.3,0,56.5,6,145,77
2021-07-06 06:00:00,Los Mochis,d01,27,0.0,2.3,67,55.6,8,139,77
2021-07-06 07:00:00,Los Mochis,d01,29,0.0,2.3,284,56.8,11,139,73
2021-07-06 08:00:00,Los Mochis,d01,30,0.0,2.3,512,57.5,12,141,67
2021-07-06 09:00:00,Los Mochis,d01,32,0.0,2.3,716,57.6,12,156,60
2021-07-06 10:00:00,Los Mochis,d01,33,0.0,2.3,879,55.6,15,173,53
2021-07-06 11:00:00,Los Mochis,d01,34,0.0,2.3,983,52.8,18,174,52
2021-07-02 23:00:00,Mazatlán,d01,27,0.0,0.0,0,62.8,7,204,83
2021-07-03 00:00:00,Mazatlán,d01,27,0.0,0.0,0,61.3,8,189,83
2021-07-03 01:00:00,Mazatlán,d01,26,0.1,0.1,0,61.1,7,179,84
2021-07-03 02:00:00,Mazatlán,d01,26,0.1,0.2,0,60.3,7,174,86
2021-07-03 03:00:00,Mazatlán,d01,26,0.1,0.3,0,59.1,7,172,87
2021-07-03 04:00:00,Mazatlán,d01,26,0.1,0.4,0,58.0,7,164,87
2021-07-03 05:00:00,Mazatlán,d01,26,0.2,0.6,0,58.2,6,161,88
2021-07-03 06:00:00,Mazatlán,d01,26,0.2,0.9,85,58.4,6,160,87
2021-07-03 07:00:00,Mazatlán,d01,27,2.0,2.9,308,58.4,7,180,82
2021-07-03 08:00:00,Mazatlán,d01,28,0.1,3.0,536,59.2,8,201,77
2021-07-03 09:00:00,Mazatlán,d01,29,0.8,3.8,740,59.8,11,222,75
2021-07-03 10:00:00,Mazatlán,d01,30,0.1,3.8,901,57.9,12,224,73
2021-07-03 11:00:00,Mazatlán,d01,30,0.0,3.8,1007,56.0,14,226,72
2021-07-03 12:00:00,Mazatlán,d01,30,0.0,3.8,1049,54.6,14,226,68
2021-07-03 13:00:00,Mazatlán,d01,30,0.0,3.8,1032,53.6,15,232,68
2021-07-03 14:00:00,Mazatlán,d01,30,0.0,3.8,948,53.3,14,228,69
2021-07-03 15:00:00,Mazatlán,d01,30,0.0,3.8,806,53.4,14,231,68
2021-07-03 16:00:00,Mazatlán,d01,29,0.0,3.8,606,53.1,13,234,67
2021-07-03 17:00:00,Mazatlán,d01,28,0.0,3.8,357,55.1,10,238,68
2021-07-03 18:00:00,Mazatlán,d01,27,0.0,3.8,122,57.1,8,244,69
2021-07-03 19:00:00,Mazatlán,d01,27,0.0,3.8,0,59.5,6,245,72
2021-07-03 20:00:00,Mazatlán,d01,26,0.0,3.8,0,61.1,5,250,74
2021-07-03 21:00:00,Mazatlán,d01,26,0.0,3.8,0,62.0,3,221,73
2021-07-03 22:00:00,Mazatlán,d01,26,0.0,3.9,0,62.7,2,345,76
2021-07-03 23:00:00,Mazatlán,d01,24,2.0,5.9,0,64.0,6,60,90
2021-07-04 00:00:00,Mazatlán,d01,24,4.4,10.2,0,63.3,5,108,90
2021-07-04 01:00:00,Mazatlán,d01,24,1.8,12.0,0,61.1,2,97,86
2021-07-04 02:00:00,Mazatlán,d01,24,0.0,12.0,0,60.9,4,26,83
2021-07-04 03:00:00,Mazatlán,d01,24,0.0,12.0,0,60.1,5,28,81
2021-07-04 04:00:00,Mazatlán,d01,24,0.0,12.0,0,58.8,6,29,81
2021-07-04 05:00:00,Mazatlán,d01,24,0.0,12.0,0,57.2,5,50,81
2021-07-04 06:00:00,Mazatlán,d01,25,0.0,12.0,75,57.0,5,68,81
2021-07-04 07:00:00,Mazatlán,d01,27,0.0,12.0,297,57.0,5,87,72
2021-07-04 08:00:00,Mazatlán,d01,28,0.0,12.0,525,57.6,5,90,66
2021-07-04 09:00:00,Mazatlán,d01,29,0.0,12.0,730,57.3,2,189,59
2021-07-04 10:00:00,Mazatlán,d01,31,0.0,12.0,894,56.4,9,236,57
2021-07-04 11:00:00,Mazatlán,d01,32,0.0,12.0,1005,55.0,12,237,56
2021-07-04 12:00:00,Mazatlán,d01,32,0.0,12.0,1049,54.8,14,242,57
2021-07-04 13:00:00,Mazatlán,d01,32,0.0,12.0,1023,55.3,15,252,60
2021-07-04 14:00:00,Mazatlán,d01,31,0.0,12.0,932,56.2,15,259,64
2021-07-04 15:00:00,Mazatlán,d01,31,0.0,12.0,781,57.6,14,266,67
2021-07-04 16:00:00,Mazatlán,d01,30,0.0,12.0,576,58.4,15,272,70
2021-07-04 17:00:00,Mazatlán,d01,29,0.0,12.0,376,58.1,13,276,71
2021-07-04 18:00:00,Mazatlán,d01,28,0.0,12.0,162,57.8,12,278,73
2021-07-04 19:00:00,Mazatlán,d01,27,0.0,12.0,0,59.6,9,299,76
2021-07-04 20:00:00,Mazatlán,d01,27,0.0,12.0,0,60.1,6,300,78
2021-07-04 21:00:00,Mazatlán,d01,27,0.0,12.0,0,61.1,5,310,78
2021-07-04 22:00:00,Mazatlán,d01,26,0.0,12.0,0,61.7,3,327,79
2021-07-04 23:00:00,Mazatlán,d01,26,0.0,12.0,0,61.5,4,350,78
2021-07-05 00:00:00,Mazatlán,d01,26,0.0,12.0,0,61.1,4,358,78
2021-07-05 01:00:00,Mazatlán,d01,26,0.0,12.0,0,59.9,2,15,80
2021-07-05 02:00:00,Mazatlán,d01,26,0.0,12.0,0,59.4,3,19,83
2021-07-05 03:00:00,Mazatlán,d01,25,0.0,12.0,0,59.1,2,18,86
2021-07-05 04:00:00,Mazatlán,d01,25,0.0,12.0,0,58.1,1,64,86
2021-07-05 05:00:00,Mazatlán,d01,25,0.0,12.0,0,58.0,0,315,87
2021-07-05 06:00:00,Mazatlán,d01,26,0.0,12.0,97,57.8,1,150,85
2021-07-05 07:00:00,Mazatlán,d01,27,0.0,12.0,284,57.6,2,197,73
2021-07-05 08:00:00,Mazatlán,d01,29,0.0,12.0,515,57.7,5,211,68
2021-07-05 09:00:00,Mazatlán,d01,31,0.0,12.0,720,58.2,8,220,65
2021-07-05 10:00:00,Mazatlán,d01,32,0.0,12.0,885,58.5,11,232,63
2021-07-05 11:00:00,Mazatlán,d01,32,0.0,12.0,996,57.8,13,242,62
2021-07-05 12:00:00,Mazatlán,d01,32,0.0,12.0,1044,56.5,15,254,63
2021-07-05 13:00:00,Mazatlán,d01,32,0.0,12.0,1024,55.4,16,261,64
2021-07-05 14:00:00,Mazatlán,d01,31,0.0,12.0,938,55.6,17,269,67
2021-07-05 15:00:00,Mazatlán,d01,31,0.0,12.0,784,55.7,17,275,69
2021-07-05 16:00:00,Mazatlán,d01,30,0.0,12.0,569,55.6,16,279,69
2021-07-05 17:00:00,Mazatlán,d01,29,0.0,12.0,335,56.1,15,285,71
2021-07-05 18:00:00,Mazatlán,d01,28,0.0,12.0,81,56.9,13,292,76
2021-07-05 19:00:00,Mazatlán,d01,27,0.0,12.0,0,56.6,11,294,80
2021-07-05 20:00:00,Mazatlán,d01,27,0.0,12.0,0,56.5,9,302,81
2021-07-05 21:00:00,Mazatlán,d01,27,0.0,12.0,0,56.3,8,294,82
2021-07-05 22:00:00,Mazatlán,d01,27,0.0,12.0,0,55.7,5,285,82
2021-07-05 23:00:00,Mazatlán,d01,27,0.0,12.0,0,56.0,3,273,82
2021-07-06 00:00:00,Mazatlán,d01,26,0.0,12.0,0,56.9,2,268,82
2021-07-06 01:00:00,Mazatlán,d01,26,0.0,12.0,0,57.4,0,131,84
2021-07-06 02:00:00,Mazatlán,d01,26,0.0,12.0,0,57.8,4,106,87
2021-07-06 03:00:00,Mazatlán,d01,25,0.0,12.0,0,58.1,4,106,90
2021-07-06 04:00:00,Mazatlán,d01,25,0.0,12.0,0,58.4,4,103,91
2021-07-06 05:00:00,Mazatlán,d01,25,0.0,12.0,0,59.4,4,102,92
2021-07-06 06:00:00,Mazatlán,d01,25,0.0,12.0,60,59.6,3,101,89
2021-07-06 07:00:00,Mazatlán,d01,27,0.0,12.0,309,59.3,4,113,80
2021-07-06 08:00:00,Mazatlán,d01,29,0.0,12.0,537,59.2,4,141,71
2021-07-06 09:00:00,Mazatlán,d01,30,0.9,12.9,616,61.4,9,188,73
2021-07-06 10:00:00,Mazatlán,d01,31,2.1,15.1,898,61.5,11,202,71
2021-07-06 11:00:00,Mazatlán,d01,31,0.9,16.0,990,60.3,14,212,70
